,Title,Vote_Average
8011,The Perfect Wedding,2.0
8012,Blood Out,5.4
8013,Octonauts and the Caves of Sac Actun,6.7
8014,Ayla: The Daughter of War,8.2
8015,Hibiki,7.0
8016,Sisters on Track,7.3
8017,Lord of the Flies,6.4
8018,The Fury of a Patient Man,6.6
8019,Quest for Fire,7.1
8020,High Flying Romance,7.8
8021,The Professionals,7.1
8022,Mysterious Island,6.4
8023,Lupin III: The First,7.4
8024,Rip Tide,6.2
8025,Tess,7.0
8026,Crazy Hong Kong,4.8
8027,Beowulf,4.3
8028,The Assignment,6.3
8029,Pi,7.1
8030,Yu-Gi-Oh! 3D: Bonds Beyond Time,6.1
8031,Empire Records,6.7
8032,Marnie,7.2
8033,A Love Song for Bobby Long,6.8
8034,Pink Flamingos,6.3
8035,Wheelman,6.1
8036,This Girl's Life,4.6
8037,Rogue City,5.9
8038,The Final Girls,6.4
8039,Svaha: The Sixth Finger,6.6
8040,Every Breath You Take,6.0
8041,True Crime,6.6
8042,Recoil,6.1
8043,Zombie Flesh Eaters,6.6
8044,Please Stand By,6.9
8045,Dagon,6.3
8046,Tailgate,6.3
8047,The Secret Life of Bees,7.4
8048,Starter for 10,6.4
8049,The Warriors Gate,6.7
8050,Straw Dogs,5.8
8051,The Chase,7.1
8052,Forever Young,6.4
8053,Dumplin',6.8
8054,"The Cook, the Thief, His Wife & Her Lover",7.4
8055,Mysterious Skin,7.5
8056,"Sex, Lies and Death",6.7
8057,In the Line of Fire,7.0
8058,X: The Movie,5.6
8059,Clownhouse,6.1
8060,Runaway,5.4
8061,The Duellists,7.3
8062,The House of the Spirits,6.9
8063,The Tunnel,6.2
8064,Everything Everywhere All at Once,0.0
8065,I Am Vengeance: Retaliation,6.1
8066,Mayhem,6.5
8067,Working Girl,6.6
8068,The Manor,5.6
8069,Gurren Lagann the Movie: Childhood's End,7.5
8070,Last Shift,6.1
8071,The Bar,6.3
8072,Häxan,7.6
8073,Chasing Papi,7.2
8074,Bears,7.4
8075,Frenemies,5.9
8076,¡Three Amigos!,6.4
8077,Halloweentown High,6.6
8078,The Two Popes,7.5
8079,Hansel and Gretel Get Baked,5.0
8080,Buddha 2: The Endless Journey,6.3
8081,Passion Play,5.1
8082,The Absent-Minded Professor,6.4
8083,The Adventures of Baron Munchausen,7.0
8084,The 'Burbs,6.7
8085,The Proud Family Movie,5.9
8086,The Howling: Reborn,4.7
8087,Northanger Abbey,6.8
8088,Mahjong Nights,4.7
8089,M.F.A.,6.3
8090,Jin-Roh: The Wolf Brigade,7.4
8091,22 July,7.2
8092,Battle Royale II: Requiem,4.9
8093,Out for Justice,6.1
8094,Realive,6.0
8095,Larceny,3.9
8096,Paris Is Burning,8.2
8097,Kung Fu Panda: Secrets of the Masters,6.3
8098,Purpose of Reunion,4.8
8099,Extract,5.8
8100,Our Meal for Tomorrow,6.3
8101,The Guernsey Literary & Potato Peel Pie Society,7.5
8102,Why Did You Kill Me?,6.3
8103,Slayers Gorgeous,6.7
8104,Grind,6.2
8105,Private Resort,5.6
8106,Indochine,7.0
8107,Barefoot,6.5
8108,The Love Bug,5.4
8109,Nothing to Lose,6.4
8110,Summer of 85,7.4
8111,The Reluctant Dragon,6.6
8112,Rise of the Footsoldier: Origins,6.5
8113,Enemies Closer,5.3
8114,Black Sheep,6.0
8115,Dark Tide,4.9
8116,Don’t Leave Home,4.8
8117,Dolls,7.6
8118,Shogun Assassin,6.8
8119,I Am Wrath,5.5
8120,The Signal,6.0
8121,Vanity Fair,5.7
8122,Orgazmo,6.2
8123,Chalet Girl,6.4
8124,Before the Devil Knows You're Dead,7.1
8125,The Prince & Me 2: The Royal Wedding,5.7
8126,Charlatan,6.6
8127,Buddy's Mom,5.2
8128,Richard Jewell,7.5
8129,Shadow,6.8
8130,Hibernatus,6.8
8131,Pleasure Shop on the Avenue,4.9
8132,Two Brothers,7.1
8133,Three Fugitives,6.7
8134,Wasp Network,6.1
8135,The Hallow,5.6
8136,Ring of the Nibelungs,6.3
8137,Savage Grace,5.7
8138,Gettysburg,6.9
8139,Kikujiro,7.5
8140,The Black Dahlia,5.6
8141,Suite Française,7.3
8142,Texas Killing Fields,5.8
8143,"Ebirah, Horror of the Deep",6.3
8144,Ted Bundy: American Boogeyman,6.1
8145,A Vigilante,5.5
8146,Office Romance,8.1
8147,The Sitter,5.6
8148,All My Friends Hate Me,0.0
8149,Dragnet,5.9
8150,1BR,6.2
8151,Burnout,6.7
8152,Middle School: The Worst Years of My Life,6.9
8153,Red Planet,5.6
8154,Gangster Land,5.6
8155,The Ramen Girl,6.4
8156,Hot Tub Time Machine 2,5.2
8157,Dolphin Tale 2,7.0
8158,Enron: The Smartest Guys in the Room,7.3
8159,Detective Conan: The Eleventh Striker,6.9
8160,Another 9 1/2 Weeks,4.7
8161,Tale of Tales,6.3
8162,Action Point,5.4
8163,A Merry Friggin' Christmas,5.2
8164,The Blackout,6.4
8165,War of the Worlds 2: The Next Wave,4.0
8166,Timecop,6.0
8167,The Wing or the Thigh?,7.2
8168,Picture of Beauty,4.2
8169,Welcome to the Sticks,6.7
8170,An Easy Girl,5.6
8171,Madame,6.0
8172,"Mystery, Alaska",6.2
8173,Born on the Fourth of July,7.0
8174,Desperately Seeking Susan,6.1
8175,Once Upon a Time in High School,7.2
8176,The Dark Crystal,7.2
8177,Be with You,7.6
8178,Mask,7.1
8179,Wicked City,6.7
8180,Bad Boys,7.0
8181,The Party,6.5
8182,The Best Offer,7.9
8183,Curious George: Royal Monkey,7.5
8184,Thunderbirds,4.9
8185,Cries and Whispers,8.0
8186,Christmas Wedding Planner,5.5
8187,Au Revoir les Enfants,7.5
8188,Cinderella's Hot Night,5.8
8189,Into the Blue 2: The Reef,5.3
8190,Love in the Time of Cholera,6.6
8191,Betty Blue,7.3
8192,Still Alice,7.5
8193,Foodfight!,1.8
8194,Blunt Force Trauma,5.1
8195,Kids Return,7.2
8196,Just One of the Guys,6.4
8197,Beware the Slenderman,6.4
8198,Sex and Curse,0.0
8199,The Wedding Singer,6.8
8200,The Fixies: Top Secret,6.6
8201,Dirty Rotten Scoundrels,7.2
8202,The Inbetweeners Movie,6.1
8203,"Justice, My Foot!",6.5
8204,Submergence,5.4
8205,The Thomas Crown Affair,6.7
8206,Driving Miss Daisy,7.3
8207,Porky's 3: Revenge,5.5
8208,"Twinkle, Twinkle, Lucky Stars",6.7
8209,"Ruben Brandt, Collector",7.5
8210,Bacurau,7.8
8211,The Seven Year Itch,7.1
8212,Nope,0.0
8213,The Scary of Sixty-First,5.9
8214,Mandingo,6.7
8215,The Crimson Pirate,6.9
8216,Fairy Tales,6.5
8217,Monster's Ball,6.8
8218,Cam,5.8
8219,"Yesterday, Today and Tomorrow",7.6
8220,Children of the Corn: Revelation,4.1
8221,The Merciless,7.2
8222,Angels with Dirty Faces,7.7
8223,Dark Web: Cicada 3301,6.4
8224,Alvin and the Chipmunks Meet the Wolfman,6.9
8225,Hatchet,5.9
8226,Turn A Gundam II: Moonlight Butterfly,5.3
8227,Tristana,7.3
8228,Chain Reaction,5.6
8229,Presumed Innocent,6.8
8230,Flatfoot in Hong Kong,6.2
8231,Three Colors: Blue,7.7
8232,Swingers Sex Party,3.5
8233,Von Ryan's Express,7.0
8234,The People Under the Stairs,6.6
8235,Up Close & Personal,6.4
8236,Revolutionary Girl Utena: The Adolescence of Utena,7.2
8237,Bunyan and Babe,6.3
8238,Bound,3.7
8239,A Cock and Bull Story,6.4
8240,Happy Birthday to Me,6.0
8241,Creature from the Black Lagoon,6.9
8242,The Bookshop,6.5
8243,The Party at Kitty and Stud's,3.2
8244,Pierrot le Fou,7.5
8245,Catacombs,4.5
8246,All About the Benjamins,5.9
8247,Cat on a Hot Tin Roof,7.7
8248,Fly Away Home,6.9
8249,How to Marry a Millionaire,6.9
8250,Tad the Lost Explorer and the Mummy's Curse,0.0
8251,Crayon Shin-chan: My Moving Story! Cactus Large Attack!,7.4
8252,Batman & Bill,7.6
8253,The Zodiac,5.6
8254,Memories of My Father,7.8
8255,Fire in the Sky,6.5
8256,"Watch Out, We're Mad",7.5
8257,The Thieves,6.7
8258,Consenting Adults,5.4
8259,The Hunted,6.1
8260,Nicholas Nickleby,6.9
8261,Tokyo Gore Police,5.9
8262,Australia,6.6
8263,The Lodgers,5.0
8264,The Box,5.6
8265,Bartok the Magnificent,6.1
8266,Tom and Jerry Meet Sherlock Holmes,6.5
8267,Guinea Pig 2: Flower of Flesh and Blood,4.6
8268,The Young Girls of Rochefort,7.7
8269,In My Father's Garden,6.4
8270,The Incident,6.9
8271,Go! The Unforgettable Party,7.6
8272,El día de los albañiles: Los maistros del amor,6.0
8273,Supercool,5.5
8274,The Bélier Family,6.9
8275,Sliding Doors,6.6
8276,Cloud 9,6.9
8277,"Hello, My Name Is Doris",6.4
8278,Jersey Girl,6.1
8279,Where Hands Touch,8.1
8280,The Hunchback of Notre Dame,6.5
8281,Sister's Younger Husband,6.1
8282,Muriel's Wedding,7.0
8283,Hollywood Homicide,5.2
8284,A Long Way Down,6.2
8285,My Awkward Sexual Adventure,7.0
8286,Paradise,6.3
8287,Tekkonkinkreet,7.4
8288,Madame Bovary,6.3
8289,Strangers on a Train,7.7
8290,Soul Man,5.4
8291,Ride or Die,5.7
8292,Daughter of the Wolf,5.3
8293,Going Overboard,2.4
8294,Notorious,7.8
8295,Inside Deep Throat,6.7
8296,The Best Man Holiday,6.5
8297,Wishmaster,5.9
8298,Shippū! Konoha Gakuen Den!,6.0
8299,My Darling Clementine,7.5
8300,Half Light,5.9
8301,Three Months,5.8
8302,Cherry Falls,5.2
8303,Robinson Crusoe,5.8
8304,The Life and Death of Peter Sellers,6.6
8305,Guess Who's Coming to Dinner,7.7
8306,SPL II: A Time for Consequences,6.8
8307,102 Dalmatians,5.5
8308,Ma Rainey's Black Bottom,6.7
8309,Saint Maud,6.8
8310,Extremely Loud & Incredibly Close,7.0
8311,The Legend of Halloween Jack,5.6
8312,The Wedding Unplanner,6.8
8313,xxxHOLiC The Movie: A Midsummer Night's Dream,6.4
8314,The Shadow Effect,5.0
8315,Pay the Ghost,5.4
8316,Sorority Row,5.5
8317,Normal,5.2
8318,T2 Trainspotting,6.9
8319,Jobs,6.1
8320,The Secret Garden,7.4
8321,The Fan,5.9
8322,The Dilemma,5.3
8323,Edge of Winter,5.9
8324,Big Business,6.4
8325,Son of a Rich,7.1
8326,Zapped,6.2
8327,Ran,8.1
8328,Space Chimps,4.9
8329,Little Man Tate,6.5
8330,"Like Father, Like Son",7.6
8331,"Faster, Pussycat! Kill! Kill!",6.5
8332,Fallen,6.7
8333,School Life,7.0
8334,Donkey X,5.5
8335,Richie Rich's Christmas Wish,4.9
8336,Lebanon,6.4
8337,Lakeview Terrace,5.9
8338,The Perfect Man,6.1
8339,The Tall Blond Man with One Black Shoe,7.0
8340,No Escape,6.3
8341,The Clique,5.8
8342,The Beauty Inside,7.6
8343,Beasts of No Nation,7.6
8344,From Here to Eternity,7.3
8345,"Good Luck Charlie, It's Christmas!",6.6
8346,Mirror,8.1
8347,Blood Brother,5.8
8348,Edge of Darkness,6.3
8349,"Mektoub, My Love: Canto Uno",6.8
8350,The Damned,7.2
8351,Dreamgirls,6.8
8352,Little Giants,6.4
8353,Inspector Gadget 2,4.1
8354,The Traitor,7.8
8355,Power Rangers Samurai: Clash of the Red Rangers - The Movie,7.7
8356,All About Lily Chou-Chou,7.2
8357,From Beyond,6.6
8358,The Resident,5.7
8359,Palm Swings,6.4
8360,Sex School: Student Bodies,8.1
8361,Lord of the Flies,6.7
8362,Thirteen,6.5
8363,Lake Mungo,6.3
8364,Never Rarely Sometimes Always,7.2
8365,Miracle on 34th Street,6.7
8366,Compulsion,4.7
8367,The Relic,5.9
8368,Hart's War,6.3
8369,Gung Ho,6.1
8370,Dark Crimes,4.5
8371,Sam,5.2
8372,Heaven & Earth,6.7
8373,Yamakasi,6.0
8374,The Lost Weekend,7.7
8375,The Snowman,7.6
8376,After Hours,7.5
8377,The Mummy,6.9
8378,Bloody Hell,6.5
8379,The Kid,5.8
8380,Avatar Spirits,8.8
8381,Bicycle Thieves,8.3
8382,Seven Deadly Sins: Envy,7.3
8383,Blades of Glory,6.1
8384,That Thing You Do!,6.9
8385,Hoax,4.6
8386,Whitney,7.5
8387,Café Society,6.5
8388,Suburra,7.3
8389,My Perfect Romance,5.6
8390,Creep 2,6.3
8391,Two Women,7.9
8392,Scoop,6.6
8393,Whatever It Takes,5.9
8394,The Swamp,6.7
8395,Ace High,6.5
8396,Goodbye Christopher Robin,7.1
8397,The Cured,5.5
8398,The Cutting Edge: Fire & Ice,6.4
8399,The Divide,5.9
8400,The Secret,6.6
8401,PlayTime,7.8
8402,Radio Silence,5.4
8403,Butter,5.9
8404,Used Cars,6.4
8405,Spin Out,5.9
8406,Emmanuelle: The Joys of a Woman,5.3
8407,Agora,7.0
8408,Balloon,7.5
8409,Babysitting 2,6.3
8410,Grosse Pointe Blank,6.9
8411,Bobbleheads: The Movie,5.8
8412,Take Your Pills,6.6
8413,Harold and Maude,7.7
8414,Popstar: Never Stop Never Stopping,6.6
8415,Bless the Child,5.3
8416,The Door in the Floor,6.1
8417,The Square,6.7
8418,The King of Comedy,7.8
8419,First They Killed My Father,7.4
8420,My Life Without Me,5.8
8421,For Richer or Poorer,5.8
8422,Lotoman 2.0,7.0
8423,Bixler High Private Eye,8.0
8424,The Matchmaker's Playbook,6.9
8425,Il Mare,7.5
8426,Phenomena,6.8
8427,With Honors,6.8
8428,Highlander II: The Quickening,4.8
8429,Miller's Crossing,7.5
8430,The Shadow,6.0
8431,Audition,7.1
8432,Quick Change,6.7
8433,"Ghidorah, the Three-Headed Monster",7.2
8434,Supernova,4.9
8435,La Jetée,7.9
8436,Chaco,7.8
8437,Dead Space: Aftermath,5.9
8438,Frozen River,6.7
8439,The Target,6.9
8440,Modern Life Is Rubbish,7.2
8441,Hammy's Boomerang Adventure,5.9
8442,Mighty Flash,5.9
8443,Spy Cat,7.0
8444,Rudolph the Red-Nosed Reindeer: The Movie,6.1
8445,The Man from Earth,7.6
8446,Death Wish 4: The Crackdown,5.7
8447,Half Brothers,7.7
8448,Joy Ride 2: Dead Ahead,5.5
8449,Dead Water,6.2
8450,Beats,6.8
8451,Seberg,5.9
8452,Compadres,6.8
8453,Mammoth,4.8
8454,V/H/S: Viral,4.9
8455,Thawing Out,5.8
8456,Blood Creek,5.4
8457,Angel Guts: Red Porno,5.3
8458,An Officer and a Gentleman,7.0
8459,Broken Flowers,6.9
8460,Shadow of a Doubt,7.6
8461,Candyman: Farewell to the Flesh,5.4
8462,Johnny Guitar,7.5
8463,Lincoln,6.9
8464,The Late Bloomer,5.4
8465,Galveston,6.1
8466,The Hundred-Foot Journey,7.3
8467,The House at the End of Time,6.7
8468,Hesher,6.8
8469,Cracks,6.6
8470,American Ninja 4: The Annihilation,5.3
8471,Day Watch,6.1
8472,To Kill a Mockingbird,8.0
8473,The Nest,6.2
8474,Battle of the Bulge,6.9
8475,"Paris, Texas",8.1
8476,Robin Williams: Come Inside My Mind,8.0
8477,Breakdown,6.8
8478,Puss in Boots: The Last Wish,0.0
8479,Pablo Escobar: Angel or Demon?,6.6
8480,Virus,5.3
8481,Another Gay Sequel: Gays Gone Wild!,5.9
8482,Pet,5.8
8483,Pirates,6.2
8484,Zombie Tidal Wave,4.3
8485,Beerfest,5.9
8486,La Grande Bouffe,7.1
8487,Frances Ha,7.4
8488,Never Let Me Go,6.8
8489,Revival of Evangelion,7.3
8490,Young Frankenstein,7.9
8491,Alex Strangelove,6.6
8492,Micmacs,6.6
8493,Black Sheep,5.7
8494,Shocker,5.5
8495,Frank & Lola,5.6
8496,Big Time Adolescence,7.5
8497,Windstorm,7.4
8498,Space Cowboys,6.4
8499,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,6.8
8500,Miracle in Cell No. 7,8.2
8501,Dolores Claiborne,7.2
8502,The Butler,7.4
8503,In the Cut,5.1
8504,Ice Sharks,5.0
8505,Father of the Bride,6.4
8506,Casanova,6.5
8507,The Ledge,6.1
8508,Deadgirl,5.3
8509,Hot Bubblegum,6.0
8510,Daisies,7.5
8511,Bill & Ted's Bogus Journey,6.3
8512,P Storm,6.5
8513,Blade: House of Chthon,5.8
8514,Free Solo,7.9
8515,Slow West,6.7
8516,Dancer in the Dark,7.9
8517,Fighter in the Wind,7.2
8518,Amateur,6.5
8519,The Concubine,5.9
8520,Anthony Zimmer,6.2
8521,Belle de Jour,7.4
8522,A Kind of Murder,5.3
8523,You Got Served,6.3
8524,Ana & Bruno,7.7
8525,Tuck Everlasting,6.6
8526,The Work Wife,7.4
8527,3 Generations,6.4
8528,Cyborg She,7.3
8529,Bend It Like Beckham,6.3
8530,Backcountry,5.7
8531,Pulling Strings,7.1
8532,Le Brio,7.1
8533,Sex and Breakfast,5.1
8534,Turkish Delight,7.0
8535,Arn: The Knight Templar,6.2
8536,Anna,6.5
8537,Möbius,5.7
8538,Towa no Quon 6: Eternal Quon,6.0
8539,The Sex Trip,5.2
8540,The Ladykillers,7.2
8541,Wimbledon,6.2
8542,The Convent,5.7
8543,The Music of Silence,7.2
8544,Los Modernos,4.8
8545,"Kidnapping, Caucasian Style",8.0
8546,Save the Last Dance 2,5.5
8547,Extreme Job,7.1
8548,Oslo,6.8
8549,Gone Nutty,6.8
8550,Tristan & Isolde,6.7
8551,Appleseed,6.7
8552,Support Your Local Sheriff!,7.0
8553,Looking Glass,4.7
8554,Abraham Lincoln vs. Zombies,4.0
8555,Out of the Dark,4.9
8556,Immoral Tales,5.9
8557,Thinner,5.9
8558,Becket,7.2
8559,Starman,6.8
8560,The Rage: Carrie 2,5.6
8561,Dennis the Menace Strikes Again!,5.4
8562,Last Christmas,7.3
8563,The Stranger,4.9
8564,Tom Jones,6.1
8565,Legend of the Fist: The Return of Chen Zhen,6.6
8566,The Silence of the Lambs,8.3
8567,Daddy Day Camp,4.8
8568,Secondhand Lions,7.2
8569,Pizza Dare 1,8.5
8570,The Stoning of Soraya M.,7.7
8571,Zorba the Greek,7.5
8572,Young People Fucking,5.7
8573,Recalled,6.8
8574,Team Thor: Part 1,7.5
8575,The Bay,5.7
8576,An Unfinished Life,6.7
8577,The Flying Deuces,6.4
8578,Ivanhoe,6.9
8579,Shaft,5.9
8580,Flying Colors,7.4
8581,Munich,7.1
8582,Breaking the Waves,7.5
8583,The Getaway,5.6
8584,"Where are you going, Aida?",7.6
8585,Skins,6.6
8586,Dracula: The Original Living Vampire,5.0
8587,Werckmeister Harmonies,7.9
8588,The Runaways,6.4
8589,Godzilla vs. Biollante,7.2
8590,Voyage of the Unicorn,6.8
8591,A Chinese Odyssey Part One: Pandora's Box,7.4
8592,The Toxic Avenger,6.4
8593,XXY,6.9
8594,71: Into the Fire,7.4
8595,Panfilov's 28 Men,7.0
8596,Belladonna of Sadness,7.4
8597,Psycho IV – The Beginning,5.6
8598,Hellraiser: Judgment,5.2
8599,Sniper: Legacy,6.0
8600,Lesbian Vampire Killers,5.3
8601,The Last Starfighter,6.6
8602,Carjacked,5.2
8603,Mediterraneo,7.6
8604,Dead Rising: Watchtower,5.2
8605,Before We Go,6.7
8606,HOUBA! On the Trail of the Marsupilami,5.2
8607,Excision,6.2
8608,Man of the House,5.7
8609,Priceless,6.4
8610,X-Men Origins: Wolverine,6.3
8611,Going for Gold,6.8
8612,Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,8.1
8613,Have a Little Faith,6.6
8614,Body of Evidence,4.9
8615,Gloria Bell,5.9
8616,Death Saved My Life,7.0
8617,House at the End of the Street,5.8
8618,All Quiet on the Western Front,7.8
8619,Suck Me Shakespeer 3,6.1
8620,The Bodyguard,6.7
8621,Come and Find Me,5.6
8622,Cruising,6.4
8623,Puppet Master,5.8
8624,Big Top Scooby-Doo!,7.9
8625,Midnight Express,7.6
8626,Flesh + Blood,6.5
8627,Crazy Love,5.1
8628,Boarding School,6.4
8629,Girls Gone Dead,4.1
8630,Blood Quantum,5.8
8631,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",7.5
8632,Queen & Slim,7.2
8633,The Darkness,4.8
8634,The Rocker,6.0
8635,Raising Arizona,7.0
8636,Batman Unlimited: Mechs vs. Mutants,6.5
8637,Sapphire Blue,7.2
8638,Deliver Us from Evil,6.8
8639,The International,6.2
8640,Fyre,6.9
8641,Hanging Up,5.3
8642,High Sierra,7.1
8643,Cadillac Records,7.2
8644,The Constant Gardener,7.0
8645,Our Brand Is Crisis,5.9
8646,When Angels Sleep,5.6
8647,55 Steps,6.8
8648,Sideshow,0.0
8649,Jurassic Galaxy,5.2
8650,Noelle,6.7
8651,Night of the Demons,5.0
8652,Lords of Chaos,6.7
8653,Desperate Measures,5.9
8654,Something's Gotta Give,6.6
8655,M*A*S*H,7.0
8656,Unsane,6.3
8657,Burn the Stage: The Movie,8.9
8658,Wildcats,6.3
8659,The Disappearance of Alice Creed,6.5
8660,Eating Out: The Open Weekend,6.0
8661,Chasers,5.2
8662,Rescue Dawn,6.9
8663,Kajillionaire,6.2
8664,Saint☆Young Men,7.9
8665,The Land Before Time III: The Time of the Great Giving,6.3
8666,Leave No Trace,6.7
8667,Air Bud: Spikes Back,5.1
8668,Dedicated to my ex,8.4
8669,Panama,0.0
8670,Restraint,5.9
8671,Le Divorce,4.9
8672,The Toll,5.9
8673,Syriana,6.4
8674,3 Ninjas: High Noon at Mega Mountain,4.9
8675,Stuck on You,5.3
8676,The Return of Swamp Thing,5.3
8677,Rubber,5.9
8678,Furry Vengeance,4.9
8679,The River Wild,6.4
8680,Azumi 2: Death or Love,6.5
8681,The Key to Sex,6.4
8682,I Don't Like Younger Men 4,0.0
8683,Curse of the Pink Panther,4.6
8684,Requiem for a Dream,8.0
8685,Assault on Precinct 13,6.1
8686,Back of the Net,6.9
8687,Battle of the Sexes,6.8
8688,Windstorm 2,7.5
8689,The Garden of Sinners – Chapter 2: A Study in Murder (Part 1),7.1
8690,ClownTown,4.6
8691,Multiplicity,5.7
8692,The Way,7.1
8693,The Nutty Professor,6.6
8694,The Place Promised in Our Early Days,6.6
8695,Wilde,6.5
8696,Dazed and Confused,7.4
8697,The Photographer of Mauthausen,7.0
8698,CBGB,6.4
8699,The Night of the Generals,6.8
8700,Rampant,6.8
8701,Tyrannosaur,7.2
8702,Metallica: Through the Never,6.8
8703,The Squad,5.9
8704,The Void,5.9
8705,Going Places,6.8
8706,Contract Killer,6.9
8707,LEGO DC Comics Super Heroes Batman Be-Leaguered,6.9
8708,My Friend Dahmer,6.5
8709,Young Aunt,8.0
8710,Leatherheads,5.8
8711,Before Sunset,7.8
8712,Dorm Daze 2,4.3
8713,Creep,6.4
8714,Paid in Full,6.9
8715,Otis,5.5
8716,Digimon Tamers: Runaway Locomon,6.7
8717,Dreamscape,6.1
8718,Into the Forest,5.8
8719,Case Closed: Countdown to Heaven,7.2
8720,Funny Face,7.0
8721,Titanic,6.4
8722,"Eat, Play, Love",7.2
8723,Fast Five,7.2
8724,Dangerous Lies,6.4
8725,The Muppet Movie,7.1
8726,Hajime no Ippo - Mashiba vs. Kimura,6.6
8727,In a Better World,7.2
8728,Rock Star,6.7
8729,Who Finds a Friend Finds a Treasure,6.8
8730,American Kamasutra,5.0
8731,Devil's Knot,6.1
8732,Doraemon: Nobita's Great Battle of the Mermaid King,6.7
8733,Conor McGregor: Notorious,7.1
8734,A Most Wanted Man,6.5
8735,Perfect Sense,6.9
8736,Beta Test,5.4
8737,My Big Fat Greek Wedding 2,5.9
8738,Jiang Ziya: The Legend of Deification,7.4
8739,House of the Dead,3.2
8740,Angel Eyes,6.0
8741,Blackbeard's Ghost,6.7
8742,Knockin' on Heaven's Door,7.6
8743,Upon the Magic Roads,6.5
8744,Trespass,5.5
8745,Once Upon a Time in China and America,5.8
8746,Serena,5.6
8747,QT8: The First Eight,7.2
8748,The Wiz,6.1
8749,Twilight Zone: The Movie,6.5
8750,Tank Girl,5.4
8751,Of Mice and Men,7.3
8752,Doraemon: Nobita and the Birth of Japan,6.6
8753,The Woman,6.1
8754,Earth Girls Are Easy,5.6
8755,Blood Moon,5.9
8756,Becoming Jane,7.3
8757,By the Sea,5.6
8758,Father There Is Only One,7.1
8759,All Dogs Go to Heaven 2,5.8
8760,Harry & Meghan: A Royal Romance,6.9
8761,The Fall,7.6
8762,Extra Ordinary,6.4
8763,The Heroes of Telemark,7.0
8764,Mutant Chronicles,5.2
8765,Sex Appeal,6.9
8766,"Black Cat, White Cat",7.7
8767,Lost Boys: The Tribe,4.6
8768,Going the Distance,6.0
8769,Knick Knack,7.1
8770,Godzilla Raids Again,6.1
8771,The Watcher,5.0
8772,Suck Me Shakespeer,7.0
8773,The Four Feathers,6.6
8774,DC Films Presents Dawn of the Justice League,5.9
8775,Brooklyn's Finest,6.3
8776,Super,6.6
8777,The Warrior,7.0
8778,God of Gamblers II,6.4
8779,The Accused,6.7
8780,10 Minutes Gone,5.5
8781,Railroad Tigers,6.0
8782,Banshee Chapter,5.8
8783,Monsters,6.2
8784,Children of the Corn V: Fields of Terror,4.1
8785,Frontera,6.5
8786,All the Way Boys,6.8
8787,Mutual Relations,6.4
8788,Mermaids,6.8
8789,The French Connection,7.6
8790,Fitzcarraldo,7.6
8791,Elvis & Anabelle,6.8
8792,Turistas,5.5
8793,The Snow Queen 3: Fire and Ice,7.4
8794,Boogeyman 2,5.5
8795,Righteous Kill,5.9
8796,The Red Baron,6.6
8797,Ae Fond Kiss...,6.6
8798,Page Eight,6.5
8799,The Kid,8.2
8800,Blue Crush,6.0
8801,Grotesque,5.7
8802,Doctor Dolittle,6.3
8803,The Collini Case,7.4
8804,Godzilla: Tokyo S.O.S.,7.0
8805,Bonnie and Clyde,7.5
8806,Dinosaur Island,5.5
8807,Robot Chicken: Star Wars,7.3
8808,Torrente 3: The Protector,5.3
8809,Pumping Iron,7.1
8810,First Knight,6.0
8811,Alfie,5.7
8812,Warlock: The Armageddon,5.2
8813,The Front Page,7.3
8814,Greed,5.5
8815,Cut Off,6.6
8816,Eye in the Sky,7.0
8817,Beyond Skyline,5.2
8818,The High Note,7.1
8819,That Darn Cat!,6.6
8820,Domino,4.7
8821,Subway,6.6
8822,"Merry Christmas, Drake & Josh",7.5
8823,Center of My World,7.3
8824,Beirut,6.3
8825,Terrorizers,7.3
8826,Tupac: Resurrection,8.1
8827,Lupin the Third: Jigen's Gravestone,7.4
8828,13 Minutes,5.8
8829,The Bronze,6.0
8830,Chloe,6.0
8831,Arctic,6.4
8832,Space Truckers,5.5
8833,The Lords of Salem,5.4
8834,System Crasher,7.7
8835,Meet the Blacks,4.8
8836,Runner Runner,5.7
8837,Highway,5.7
8838,The Enforcer,6.5
8839,Lucid Dream,6.3
8840,Judy Moody and the Not Bummer Summer,6.0
8841,Genius,6.5
8842,Pathology,5.6
8843,American Satan,7.4
8844,Saving Silverman,5.5
8845,Six Swedish Girls in a Boarding School,5.0
8846,The Handmaid's Tale,6.0
8847,Enter the Fat Dragon,6.2
8848,Blood Work,6.1
8849,Asterix and Cleopatra,7.0
8850,54,5.8
8851,Mardi Gras : Spring Break,5.4
8852,She Wore a Yellow Ribbon,7.0
8853,Rebound,5.5
8854,At First Sight,5.9
8855,Good Burger,5.9
8856,Wolf Creek,6.2
8857,Frantic,6.7
8858,Stop! Or My Mom Will Shoot,5.3
8859,Jane Eyre,7.0
8860,Silverado,7.0
8861,Savva. Heart of the Warrior,5.9
8862,Ernest & Celestine,7.8
8863,After the Pandemic,0.0
8864,Like Water for Chocolate,7.2
8865,Air Mater,5.9
8866,In the Arms of an Assassin,8.1
8867,Irresistible,6.1
8868,Group Sex,5.8
8869,Kite,6.8
8870,Kiss Kiss Bang Bang,7.2
